-0.12516303	0.11465673	-0.14663239	0.18690251	0.19188344	-0.13117464	0.20324834	-0.10414904	0.17997763	0.16303815	-0.097696066	-0.1474017	0.18316206	-0.16445819	0.23564723	-0.13128608
0.011273857	-0.0073184622	-0.10202407	0.027543217	0.0082525425	0.011258631	0.09336621	-0.016304037	0.0071479967	0.04699742	-0.061703432	-0.015115113	0.06827726	-0.060460422	0.03708844	-0.07279418
0.09129469	-0.100977026	0.09881447	-0.10314132	-0.098758735	0.11256429	-0.028032709	0.0763799	-0.024125319	-0.11369273	0.07493508	0.113806695	-0.031727944	0.109765865	-0.101182096	0.11578727
-0.0867071	0.031012813	-0.10893994	0.04177888	0.102828495	-0.08936169	0.11322817	-0.06817744	0.0883593	0.12514712	-0.033514395	-0.09534231	0.12978335	-0.041086048	0.0653409	-0.085039616
-0.20704092	0.26243198	-0.45287412	0.2850257	0.29223394	-0.21850969	0.3851743	-0.2561374	0.20599836	0.33260688	-0.2389169	-0.22606799	0.38845077	-0.3727885	0.4448491	-0.2737144
0.14673239	-0.17877333	0.0862708	-0.07978162	-0.14215714	0.115442224	-0.029267713	0.14980806	-0.15353112	-0.06665692	0.09334929	0.113760345	-0.11202102	0.14231946	-0.033740494	0.12218071
0.04702065	-0.028183974	0.115557685	-0.08833242	-0.04878006	0.018307308	-0.06937958	-0.0009729765	-0.013710966	-0.11274628	0.04602501	0.04555198	-0.09032109	0.03836821	-0.11206893	0.061116397
-0.121824086	0.070385985	-0.16817726	0.090313524	0.122187056	-0.06612407	0.16082516	-0.08814386	0.12943946	0.16410613	-0.055001963	-0.15425095	0.17330188	-0.15844259	0.14822175	-0.12658064
-0.17317529	0.08216156	-0.24411705	0.14458896	0.13015826	-0.1696449	0.21685708	-0.083286054	0.1456708	0.22113313	-0.09493698	-0.19660015	0.17004791	-0.19131763	0.28043148	-0.16078804
0.11492768	-0.089692906	0.09688665	-0.07882155	-0.05636188	0.07351841	-0.08056197	0.039370973	-0.08211144	-0.06223392	0.10325278	0.104156755	-0.16170128	0.11404712	-0.1277137	0.07567556
-0.06294105	0.014496592	-0.15688616	0.049903624	0.065968655	-0.03842927	0.08971943	0.0013033677	0.0005286336	0.08936368	-0.035812777	-0.03771179	0.05345321	-0.042281795	0.14192432	-0.048326194
-0.1680287	0.16889586	-0.1078268	0.12282787	0.1701801	-0.1912838	0.1479156	-0.1571159	0.18311101	0.16669205	-0.19771346	-0.22905174	0.14485073	-0.14378762	0.16462664	-0.20825738
0.04409818	-0.06221907	0.04076601	0.00030610015	-0.031631812	0.053935338	-0.02800852	0.009360532	-0.02333759	-0.06105378	0.011084938	-0.01300563	-0.09419946	0.06990402	-0.059787203	-0.009586931
0.16207187	-0.19831847	0.2850293	-0.23557274	-0.18152395	0.13714696	-0.36239132	0.15833887	-0.15746427	-0.2833267	0.18020919	0.19541673	-0.27804413	0.23138776	-0.30924213	0.1418117
-0.26473066	0.26767582	-0.3800226	0.2608481	0.31936857	-0.32835066	0.3386785	-0.3284614	0.27196106	0.32364982	-0.34512004	-0.3813689	0.3758701	-0.32915908	0.31152496	-0.30563685
0.05713818	-0.11677033	0.092585064	-0.12716177	-0.11771242	0.07417679	-0.17324774	0.05069762	-0.080103554	-0.08413915	0.03801795	0.11279167	-0.112479925	0.05917323	-0.16076933	0.052585777
0.06651775	-0.1036908	0.1125221	-0.048283473	-0.105858125	0.11911864	-0.109946504	0.11909704	-0.057063416	-0.09567993	0.11406832	0.11277389	-0.08486746	0.14765528	-0.17057052	0.08182891
